Node Name	Data Size	Total-time	CPU-time	max-rss	I/O In (read MB)	I/O out (write MB)	mem_mb	disk_mb
218	413.0	281.544	253.0	9000.72	0.0	917.08	1000.0	1000.0
242	425.0	380.3877	371.14	10108.49	0.0	985.52	1000.0	1000.0
224	395.0	460.9999	425.06	8350.25	0.0	876.87	1000.0	1000.0
215	410.0	474.0034	460.0	9750.64	0.0	910.76	1000.0	1000.0
218	406.0	378.8576	373.55	8536.12	0.0	2001.5	1000.0	1000.0
216	418.0	278.8311	249.88	9095.36	0.0	927.06	1000.0	1000.0
215	375.0	442.743	427.99	8922.09	0.07	833.07	1000.0	1000.0
215	407.0	233.3875	215.92	9148.46	0.0	903.46	1000.0	1000.0
219	428.0	630.5261	598.66	9507.7	0.0	1792.44	1000.0	1000.0
239	398.0	701.9908	664.03	9432.85	0.0	882.37	1000.0	1000.0
222	391.0	281.4155	253.04	8061.32	0.0	867.25	1000.0	1000.0
225	404.0	160.4854	131.6	8006.08	0.0	896.48	1000.0	1000.0
220	404.0	455.5972	433.47	9597.08	0.0	896.38	1000.0	1000.0
218	404.0	159.724	131.84	9599.17	0.0	896.39	1000.0	1000.0
247	416.0	385.3996	374.48	9881.0	0.0	922.98	1000.0	1000.0
239	441.0	362.3841	339.7	10466.24	0.0	977.85	1000.0	1000.0
226	396.0	297.1564	277.6	8483.07	0.0	878.46	1000.0	1000.0
220	417.0	374.8428	341.13	9913.3	0.0	926.01	1000.0	1000.0
223	385.0	433.19	404.01	9145.22	0.0	853.99	1000.0	1000.0
215	404.0	153.3857	130.88	8243.09	0.0	895.84	1000.0	1000.0
227	432.0	167.6504	161.52	10258.1	0.0	958.21	1000.0	1000.0
227	405.0	276.6289	251.19	9618.17	0.0	898.29	1000.0	1000.0
240	421.0	490.9713	463.1	8909.19	0.0	933.94	1000.0	1000.0
225	409.0	743.9333	704.15	9718.33	0.0	907.72	1000.0	1000.0
219	431.0	332.0535	313.84	10250.14	0.0	1802.78	1000.0	1000.0
218	391.0	231.0429	222.71	9267.45	0.0	866.67	1000.0	1000.0
247	397.0	326.3177	309.64	8573.03	0.0	880.34	1000.0	1000.0
213	372.0	146.5257	132.21	8842.97	0.05	825.56	1000.0	1000.0
216	400.0	253.399	222.99	9515.25	0.0	888.5	1000.0	1000.0
239	391.0	179.0235	156.66	8224.98	0.0	868.64	1000.0	1000.0
222	389.0	604.0677	586.05	9235.87	0.0	862.49	1000.0	1000.0
220	395.0	476.7128	446.54	9370.67	0.0	876.57	1000.0	1000.0
224	412.0	372.0404	343.75	9784.89	0.0	913.98	1000.0	1000.0
217	401.0	363.2968	339.3	8574.16	0.0	890.49	1000.0	1000.0
223	409.0	468.5408	445.8	8516.21	0.0	1713.39	1000.0	1000.0
225	383.0	276.0812	253.06	7934.75	0.0	849.66	1000.0	1000.0
247	392.0	351.7714	341.25	9299.79	0.0	1735.27	1000.0	1000.0
213	387.0	340.2029	313.35	7944.03	0.0	858.57	1000.0	1000.0
224	393.0	224.5351	189.58	9347.8	0.09	872.93	1000.0	1000.0
241	409.0	461.7491	433.29	9726.86	0.0	908.5	1000.0	1000.0
217	405.0	276.6494	253.11	9618.77	5.47	898.89	1000.0	1000.0
220	393.0	307.1246	283.92	8364.94	0.0	871.47	1000.0	1000.0
213	407.0	468.178	458.69	8722.73	0.0	1707.66	1000.0	1000.0
239	387.0	317.9926	310.48	8116.43	0.0	1623.95	1000.0	1000.0
213	385.0	536.1652	524.24	8378.23	0.07	1615.61	1000.0	1000.0
220	402.0	420.1628	404.65	8683.08	0.0	892.41	1000.0	1000.0
215	400.0	488.8645	450.94	8455.64	0.0	888.2	1000.0	1000.0
226	427.0	269.6918	253.17	9022.95	0.0	948.75	1000.0	1000.0
247	413.0	381.8112	373.43	9810.8	14.11	1953.38	1000.0	1000.0
218	422.0	302.6223	283.29	8997.38	2.37	935.92	1000.0	1000.0
242	400.0	403.6305	366.81	8292.44	0.0	888.1	1000.0	1000.0
225	386.0	442.1397	429.02	8210.64	0.0	1619.17	1000.0	1000.0
224	423.0	350.8611	286.49	10046.11	2.78	938.89	1000.0	1000.0
241	410.0	270.4717	245.23	8587.98	0.0	910.41	1000.0	1000.0
228	1536.0	1319.7032	1283.5	36269.86	0.01	6416.36	2990.0	2990.0
